                                                                                                                                                                                                                           28 Feb 2022 17:12:23
Satellite-G1_ND


       Time (UTCG)          X-J2K (km)    Y-J2K (km)    Z-J2K (km)    Vx-J2K (km/sec)    Vy-J2K (km/sec)    Vz-J2K (km/sec)    LAT (deg)    LON (deg)    ALT (km)     Xsun-J2K     Ysun-J2K     Zsun-J2K     Xpm-Y2K      Ypm-J2K      Zpm-J2K 
------------------------    ----------    ----------    ----------    ---------------    ---------------    ---------------    ---------    ---------    --------    ---------    ---------    ---------    ---------    ---------    ---------
 7 Nov 2028 00:00:00.000     -2213.771      3807.081     -5107.045          -4.414546           3.968164           4.875097      -49.489       73.664     377.813    -0.710813    -0.645380    -0.279695     0.690247     0.723571    -0.001958
 7 Nov 2028 00:00:30.000     -2344.891      3923.882     -4957.833          -4.325884           3.817812           5.071408      -47.588       74.235     377.028    -0.710808    -0.645385    -0.279697     0.688663     0.725079    -0.001953
 7 Nov 2028 00:01:00.000     -2473.274      4036.105     -4802.819          -4.232150           3.662963           5.261837      -45.682       74.758     376.230    -0.710802    -0.645391    -0.279699     0.687075     0.726584    -0.001949
 7 Nov 2028 00:01:30.000     -2598.770      4143.617     -4642.184          -4.133449           3.503795           5.446160      -43.772       75.238     375.424    -0.710797    -0.645396    -0.279701     0.685484     0.728085    -0.001944
 7 Nov 2028 00:02:00.000     -2721.232      4246.291     -4476.113          -4.029894           3.340491           5.624156      -41.857       75.681     374.612    -0.710791    -0.645401    -0.279703     0.683889     0.729583    -0.001940
 7 Nov 2028 00:02:30.000     -2840.516      4344.007     -4304.800          -3.921602           3.173238           5.795615      -39.940       76.091     373.796    -0.710786    -0.645406    -0.279705     0.682292     0.731078    -0.001935
 7 Nov 2028 00:03:00.000     -2956.482      4436.648     -4128.443          -3.808697           3.002231           5.960333      -38.018       76.472     372.981    -0.710780    -0.645411    -0.279708     0.680691     0.732569    -0.001931
 7 Nov 2028 00:03:30.000     -3068.993      4524.105     -3947.249          -3.691309           2.827666           6.118111      -36.094       76.827     372.170    -0.710775    -0.645416    -0.279710     0.679086     0.734056    -0.001926
 7 Nov 2028 00:04:00.000     -3177.917      4606.274     -3761.428          -3.569573           2.649746           6.268762      -34.167       77.159     371.364    -0.710769    -0.645421    -0.279712     0.677479     0.735540    -0.001921
 7 Nov 2028 00:04:30.000     -3283.125      4683.058     -3571.197          -3.443628           2.468676           6.412104      -32.238       77.472     370.568    -0.710763    -0.645426    -0.279715     0.675868     0.737020    -0.001917
 7 Nov 2028 00:05:00.000     -3384.494      4754.365     -3376.777          -3.313620           2.284669           6.547964      -30.306       77.766     369.784    -0.710758    -0.645431    -0.279717     0.674254     0.738497    -0.001912
 7 Nov 2028 00:05:30.000     -3481.903      4820.111     -3178.395          -3.179699           2.097938           6.676179      -28.372       78.044     369.015    -0.710752    -0.645436    -0.279720     0.672637     0.739970    -0.001908
 7 Nov 2028 00:06:00.000     -3575.239      4880.217     -2976.284          -3.042020           1.908701           6.796592      -26.436       78.308     368.263    -0.710747    -0.645441    -0.279723     0.671017     0.741440    -0.001903
 7 Nov 2028 00:06:30.000     -3664.389      4934.610     -2770.679          -2.900744           1.717179           6.909058      -24.498       78.559     367.532    -0.710742    -0.645446    -0.279725     0.669393     0.742906    -0.001899
 7 Nov 2028 00:07:00.000     -3749.249      4983.227     -2561.821          -2.756035           1.523597           7.013440      -22.559       78.798     366.824    -0.710736    -0.645451    -0.279728     0.667766     0.744369    -0.001894
 7 Nov 2028 00:07:30.000     -3829.718      5026.008     -2349.955          -2.608062           1.328181           7.109609      -20.618       79.028     366.142    -0.710731    -0.645455    -0.279731     0.666136     0.745828    -0.001889
 7 Nov 2028 00:08:00.000     -3905.702      5062.902     -2135.328          -2.456999           1.131163           7.197449      -18.675       79.249     365.487    -0.710725    -0.645460    -0.279734     0.664503     0.747283    -0.001885
 7 Nov 2028 00:08:30.000     -3977.109      5093.864     -1918.192          -2.303021           0.932773           7.276851      -16.731       79.462     364.862    -0.710720    -0.645465    -0.279737     0.662867     0.748735    -0.001880
 7 Nov 2028 00:09:00.000     -4043.856      5118.857     -1698.802          -2.146311           0.733245           7.347718      -14.786       79.669     364.268    -0.710714    -0.645469    -0.279740     0.661227     0.750183    -0.001876
 7 Nov 2028 00:09:30.000     -4105.862      5137.849     -1477.416          -1.987052           0.532814           7.409962      -12.840       79.870     363.709    -0.710709    -0.645474    -0.279742     0.659584     0.751628    -0.001871
 7 Nov 2028 00:10:00.000     -4163.055      5150.819     -1254.292          -1.825431           0.331718           7.463505      -10.893       80.065     363.185    -0.710704    -0.645479    -0.279745     0.657939     0.753069    -0.001866
 7 Nov 2028 00:10:30.000     -4215.366      5157.748     -1029.693          -1.661640           0.130194           7.508280       -8.946       80.257     362.699    -0.710698    -0.645483    -0.279748     0.656290     0.754507    -0.001862
 7 Nov 2028 00:11:00.000     -4262.734      5158.629      -803.883          -1.495870          -0.071519           7.544232       -6.997       80.445     362.250    -0.710693    -0.645488    -0.279752     0.654637     0.755941    -0.001857
 7 Nov 2028 00:11:30.000     -4305.101      5153.458      -577.128          -1.328319          -0.273183           7.571314       -5.048       80.631     361.841    -0.710688    -0.645492    -0.279755     0.652982     0.757371    -0.001852
 7 Nov 2028 00:12:00.000     -4342.417      5142.241      -349.693          -1.159183          -0.474558           7.589493       -3.098       80.815     361.473    -0.710683    -0.645497    -0.279758     0.651324     0.758798    -0.001848
 7 Nov 2028 00:12:30.000     -4374.638      5124.989      -121.847          -0.988664          -0.675405           7.598742       -1.148       80.998     361.146    -0.710677    -0.645501    -0.279761     0.649662     0.760221    -0.001843
 7 Nov 2028 00:13:00.000     -4401.725      5101.724       106.142          -0.816962          -0.875486           7.599049        0.802       81.180     360.861    -0.710672    -0.645505    -0.279764     0.647998     0.761640    -0.001838
 7 Nov 2028 00:13:30.000     -4423.646      5072.470       334.006          -0.644282          -1.074564           7.590412        2.752       81.363     360.618    -0.710667    -0.645510    -0.279767     0.646330     0.763056    -0.001833
 7 Nov 2028 00:14:00.000     -4440.374      5037.262       561.477          -0.470827          -1.272401           7.572839        4.702       81.547     360.417    -0.710662    -0.645514    -0.279771     0.644659     0.764468    -0.001829
 7 Nov 2028 00:14:30.000     -4451.890      4996.141       788.287          -0.296802          -1.468764           7.546348        6.652       81.732     360.259    -0.710657    -0.645518    -0.279774     0.642985     0.765876    -0.001824
 7 Nov 2028 00:15:00.000     -4458.179      4949.154      1014.169          -0.122416          -1.663418           7.510970        8.602       81.920     360.143    -0.710652    -0.645522    -0.279777     0.641308     0.767281    -0.001819
 7 Nov 2028 00:15:30.000     -4459.233      4896.355      1238.857           0.052127          -1.856132           7.466745       10.552       82.112     360.068    -0.710647    -0.645526    -0.279780     0.639628     0.768682    -0.001814
 7 Nov 2028 00:16:00.000     -4455.052      4837.808      1462.086           0.226618          -2.046676           7.413726       12.501       82.307     360.035    -0.710642    -0.645530    -0.279784     0.637945     0.770080    -0.001810
 7 Nov 2028 00:16:30.000     -4445.639      4773.579      1683.593           0.400850          -2.234825           7.351973       14.449       82.507     360.041    -0.710637    -0.645534    -0.279787     0.636259     0.771474    -0.001805
 7 Nov 2028 00:17:00.000     -4431.005      4703.744      1903.118           0.574618          -2.420355           7.281559       16.397       82.713     360.087    -0.710632    -0.645538    -0.279791     0.634570     0.772864    -0.001800
 7 Nov 2028 00:17:30.000     -4411.168      4628.386      2120.401           0.747713          -2.603045           7.202570       18.344       82.925     360.171    -0.710627    -0.645542    -0.279794     0.632877     0.774250    -0.001795
 7 Nov 2028 00:18:00.000     -4386.151      4547.592      2335.187           0.919931          -2.782679           7.115097       20.290       83.145     360.292    -0.710622    -0.645546    -0.279797     0.631182     0.775633    -0.001791
 7 Nov 2028 00:18:30.000     -4355.983      4461.458      2547.223           1.091069          -2.959045           7.019245       22.235       83.374     360.447    -0.710617    -0.645550    -0.279801     0.629484     0.777012    -0.001786
 7 Nov 2028 00:19:00.000     -4320.700      4370.084      2756.259           1.260922          -3.131932           6.915128       24.178       83.613     360.636    -0.710612    -0.645554    -0.279804     0.627782     0.778387    -0.001781
 7 Nov 2028 00:19:30.000     -4280.343      4273.579      2962.049           1.429289          -3.301137           6.802870       26.121       83.863     360.856    -0.710608    -0.645557    -0.279808     0.626078     0.779758    -0.001776
 7 Nov 2028 00:20:00.000     -4234.959      4172.055      3164.351           1.595972          -3.466458           6.682605       28.061       84.125     361.107    -0.710603    -0.645561    -0.279811     0.624371     0.781126    -0.001771
 7 Nov 2028 00:20:30.000     -4184.603      4065.632      3362.927           1.760772          -3.627700           6.554473       30.000       84.402     361.384    -0.710598    -0.645565    -0.279814     0.622661     0.782490    -0.001766
 7 Nov 2028 00:21:00.000     -4129.334      3954.435      3557.542           1.923494          -3.784672           6.418630       31.937       84.695     361.687    -0.710594    -0.645568    -0.279818     0.620947     0.783850    -0.001762
 7 Nov 2028 00:21:30.000     -4069.216      3838.596      3747.969           2.083947          -3.937189           6.275239       33.872       85.005     362.013    -0.710589    -0.645572    -0.279821     0.619231     0.785207    -0.001757
 7 Nov 2028 00:22:00.000     -4004.322      3718.251      3933.983           2.241939          -4.085071           6.124471       35.805       85.336     362.360    -0.710585    -0.645575    -0.279825     0.617512     0.786560    -0.001752
 7 Nov 2028 00:22:30.000     -3934.726      3593.540      4115.365           2.397284          -4.228142           5.966506       37.735       85.689     362.725    -0.710580    -0.645579    -0.279828     0.615790     0.787909    -0.001747
 7 Nov 2028 00:23:00.000     -3860.513      3464.612      4291.903           2.549800          -4.366237           5.801532       39.662       86.067     363.105    -0.710576    -0.645582    -0.279831     0.614064     0.789254    -0.001742
 7 Nov 2028 00:23:30.000     -3781.768      3331.617      4463.389           2.699308          -4.499193           5.629748       41.587       86.475     363.500    -0.710571    -0.645586    -0.279835     0.612336     0.790595    -0.001737
 7 Nov 2028 00:24:00.000     -3698.586      3194.713      4629.622           2.845633          -4.626855           5.451358       43.508       86.914     363.905    -0.710567    -0.645589    -0.279838     0.610605     0.791933    -0.001732
 7 Nov 2028 00:24:30.000     -3611.064      3054.060      4790.407           2.988604          -4.749076           5.266573       45.425       87.391     364.318    -0.710563    -0.645592    -0.279842     0.608872     0.793267    -0.001727
 7 Nov 2028 00:25:00.000     -3519.305      2909.824      4945.555           3.128054          -4.865712           5.075612       47.339       87.910     364.736    -0.710558    -0.645595    -0.279845     0.607135     0.794597    -0.001722
 7 Nov 2028 00:25:30.000     -3423.418      2762.175      5094.884           3.263818          -4.976629           4.878703       49.247       88.477     365.158    -0.710554    -0.645599    -0.279848     0.605395     0.795923    -0.001718
 7 Nov 2028 00:26:00.000     -3323.515      2611.285      5238.220           3.395739          -5.081696           4.676076       51.151       89.099     365.580    -0.710550    -0.645602    -0.279852     0.603652     0.797246    -0.001713
 7 Nov 2028 00:26:30.000     -3219.713      2457.333      5375.394           3.523663          -5.180791           4.467971       53.048       89.786     366.000    -0.710546    -0.645605    -0.279855     0.601907     0.798565    -0.001708
 7 Nov 2028 00:27:00.000     -3112.136      2300.499      5506.246           3.647441          -5.273800           4.254635       54.939       90.546     366.415    -0.710542    -0.645608    -0.279858     0.600158     0.799879    -0.001703
 7 Nov 2028 00:27:30.000     -3000.910      2140.967      5630.622           3.766928          -5.360615           4.036319       56.822       91.394     366.823    -0.710538    -0.645611    -0.279861     0.598407     0.801190    -0.001698
 7 Nov 2028 00:28:00.000     -2886.165      1978.925      5748.378           3.881985          -5.441136           3.813281       58.696       92.344     367.221    -0.710534    -0.645614    -0.279865     0.596653     0.802498    -0.001693
 7 Nov 2028 00:28:30.000     -2768.036      1814.562      5859.374           3.992479          -5.515269           3.585785       60.560       93.416     367.606    -0.710530    -0.645617    -0.279868     0.594896     0.803801    -0.001688
 7 Nov 2028 00:29:00.000     -2646.663      1648.073      5963.483           4.098281          -5.582930           3.354097       62.410       94.633     367.978    -0.710526    -0.645620    -0.279871     0.593136     0.805100    -0.001683
 7 Nov 2028 00:29:30.000     -2522.188      1479.652      6060.581           4.199270          -5.644040           3.118490       64.246       96.026     368.333    -0.710522    -0.645623    -0.279874     0.591373     0.806396    -0.001678
 7 Nov 2028 00:30:00.000     -2394.756      1309.497      6150.556           4.295328          -5.698531           2.879240       66.063       97.633     368.669    -0.710518    -0.645626    -0.279877     0.589608     0.807688    -0.001673
 7 Nov 2028 00:30:30.000     -2264.518      1137.807      6233.302           4.386343          -5.746339           2.636628       67.857       99.505     368.985    -0.710514    -0.645629    -0.279880     0.587840     0.808976    -0.001668
 7 Nov 2028 00:31:00.000     -2131.627       964.784      6308.723           4.472212          -5.787409           2.390937       69.622      101.707     369.278    -0.710511    -0.645632    -0.279883     0.586069     0.810260    -0.001663
 7 Nov 2028 00:31:30.000     -1996.238       790.630      6376.730           4.552834          -5.821696           2.142456       71.351      104.323     369.548    -0.710507    -0.645634    -0.279886     0.584295     0.811540    -0.001658
 7 Nov 2028 00:32:00.000     -1858.510       615.550      6437.245           4.628116          -5.849160           1.891476       73.031      107.470     369.792    -0.710503    -0.645637    -0.279889     0.582518     0.812816    -0.001653
 7 Nov 2028 00:32:30.000     -1718.605       439.749      6490.197           4.697971          -5.869770           1.638290       74.649      111.296     370.009    -0.710499    -0.645640    -0.279892     0.580738     0.814089    -0.001648
 7 Nov 2028 00:33:00.000     -1576.687       263.433      6535.523           4.762319          -5.883502           1.383193       76.180      116.001     370.198    -0.710496    -0.645643    -0.279895     0.578956     0.815357    -0.001643
 7 Nov 2028 00:33:30.000     -1432.922        86.808      6573.172           4.821085          -5.890342           1.126484       77.595      121.830     370.358    -0.710492    -0.645646    -0.279898     0.577171     0.816622    -0.001638
 7 Nov 2028 00:34:00.000     -1287.479       -89.918      6603.099           4.874202          -5.890282           0.868462       78.848      129.066     370.488    -0.710489    -0.645648    -0.279900     0.575383     0.817882    -0.001633
 7 Nov 2028 00:34:30.000     -1140.527      -266.540      6625.270           4.921608          -5.883323           0.609428       79.879      137.951     370.587    -0.710485    -0.645651    -0.279903     0.573592     0.819139    -0.001628
 7 Nov 2028 00:35:00.000      -992.240      -442.849      6639.658           4.963249          -5.869473           0.349684       80.616      148.531     370.654    -0.710482    -0.645654    -0.279906     0.571799     0.820392    -0.001623
 7 Nov 2028 00:35:30.000      -842.790      -618.639      6646.247           4.999075          -5.848748           0.089533       80.985      160.430     370.690    -0.710478    -0.645656    -0.279908     0.570003     0.821641    -0.001617
 7 Nov 2028 00:36:00.000      -692.354      -793.705      6645.029           5.029046          -5.821173          -0.170721       80.943      172.765     370.695    -0.710475    -0.645659    -0.279911     0.568204     0.822886    -0.001612
 7 Nov 2028 00:36:30.000      -541.106      -967.842      6636.005           5.053126          -5.786779          -0.430775       80.493     -175.549     370.667    -0.710471    -0.645662    -0.279913     0.566403     0.824127    -0.001607
 7 Nov 2028 00:37:00.000      -389.225     -1140.844      6619.187           5.071288          -5.745607          -0.690326       79.690     -165.302     370.608    -0.710468    -0.645664    -0.279916     0.564598     0.825364    -0.001602
 7 Nov 2028 00:37:30.000      -236.889     -1312.511      6594.594           5.083510          -5.697705          -0.949071       78.607     -156.769     370.517    -0.710465    -0.645667    -0.279918     0.562792     0.826597    -0.001597
 7 Nov 2028 00:38:00.000       -84.274     -1482.640      6562.254           5.089777          -5.643128          -1.206708       77.316     -149.845     370.396    -0.710461    -0.645669    -0.279921     0.560982     0.827827    -0.001592
 7 Nov 2028 00:38:30.000        68.438     -1651.032      6522.205           5.090083          -5.581940          -1.462937       75.875     -144.268     370.245    -0.710458    -0.645672    -0.279923     0.559170     0.829052    -0.001587
 7 Nov 2028 00:39:00.000       221.071     -1817.491      6474.495           5.084427          -5.514211          -1.717459       74.323     -139.762     370.064    -0.710455    -0.645675    -0.279925     0.557355     0.830273    -0.001582
 7 Nov 2028 00:39:30.000       373.445     -1981.820      6419.178           5.072813          -5.440020          -1.969977       72.692     -136.089     369.856    -0.710452    -0.645677    -0.279927     0.555537     0.831490    -0.001577
 7 Nov 2028 00:40:00.000       525.380     -2143.828      6356.319           5.055256          -5.359452          -2.220196       71.000     -133.063     369.621    -0.710449    -0.645680    -0.279929     0.553717     0.832704    -0.001571
 7 Nov 2028 00:40:30.000       676.701     -2303.325      6285.992           5.031774          -5.272599          -2.467825       69.263     -130.539     369.361    -0.710445    -0.645682    -0.279931     0.551894     0.833913    -0.001566
 7 Nov 2028 00:41:00.000       827.228     -2460.122      6208.279           5.002393          -5.179562          -2.712573       67.492     -128.412     369.077    -0.710442    -0.645685    -0.279933     0.550068     0.835118    -0.001561
 7 Nov 2028 00:41:30.000       976.786     -2614.038      6123.269           4.967149          -5.080448          -2.954153       65.693     -126.599     368.770    -0.710439    -0.645688    -0.279935     0.548240     0.836320    -0.001556
 7 Nov 2028 00:42:00.000      1125.199     -2764.890      6031.064           4.926080          -4.975372          -3.192283       63.872     -125.039     368.443    -0.710436    -0.645690    -0.279937     0.546409     0.837517    -0.001551
 7 Nov 2028 00:42:30.000      1272.293     -2912.501      5931.770           4.879234          -4.864455          -3.426682       62.033     -123.685     368.098    -0.710433    -0.645693    -0.279939     0.544575     0.838710    -0.001545
 7 Nov 2028 00:43:00.000      1417.895     -3056.700      5825.503           4.826664          -4.747826          -3.657076       60.179     -122.500     367.736    -0.710430    -0.645695    -0.279941     0.542739     0.839900    -0.001540
 7 Nov 2028 00:43:30.000      1561.836     -3197.315      5712.388           4.768432          -4.625619          -3.883193       58.314     -121.455     367.360    -0.710427    -0.645698    -0.279943     0.540901     0.841085    -0.001535
 7 Nov 2028 00:44:00.000      1703.945     -3334.183      5592.557           4.704604          -4.497976          -4.104769       56.438     -120.527     366.972    -0.710424    -0.645701    -0.279944     0.539059     0.842266    -0.001530
 7 Nov 2028 00:44:30.000      1844.057     -3467.141      5466.150           4.635254          -4.365046          -4.321541       54.553     -119.699     366.575    -0.710421    -0.645703    -0.279946     0.537216     0.843444    -0.001525
 7 Nov 2028 00:45:00.000      1982.006     -3596.034      5333.315           4.560463          -4.226982          -4.533255       52.661     -118.954     366.170    -0.710418    -0.645706    -0.279947     0.535369     0.844617    -0.001519
 7 Nov 2028 00:45:30.000      2117.631     -3720.710      5194.208           4.480315          -4.083946          -4.739661       50.763     -118.282     365.760    -0.710414    -0.645709    -0.279949     0.533520     0.845786    -0.001514
 7 Nov 2028 00:46:00.000      2250.772     -3841.023      5048.991           4.394905          -3.936103          -4.940514       48.858     -117.671     365.348    -0.710411    -0.645712    -0.279950     0.531669     0.846951    -0.001509
 7 Nov 2028 00:46:30.000      2381.274     -3956.830      4897.835           4.304331          -3.783627          -5.135577       46.949     -117.115     364.937    -0.710408    -0.645714    -0.279952     0.529815     0.848112    -0.001504
 7 Nov 2028 00:47:00.000      2508.982     -4067.996      4740.916           4.208698          -3.626694          -5.324619       45.035     -116.605     364.528    -0.710405    -0.645717    -0.279953     0.527958     0.849269    -0.001498
 7 Nov 2028 00:47:30.000      2633.746     -4174.389      4578.420           4.108117          -3.465490          -5.507416       43.117     -116.136     364.126    -0.710402    -0.645720    -0.279954     0.526099     0.850422    -0.001493
 7 Nov 2028 00:48:00.000      2755.420     -4275.884      4410.536           4.002707          -3.300204          -5.683750       41.195     -115.703     363.731    -0.710399    -0.645723    -0.279956     0.524237     0.851571    -0.001488
 7 Nov 2028 00:48:30.000      2873.861     -4372.362      4237.462           3.892588          -3.131028          -5.853412       39.270     -115.302     363.347    -0.710396    -0.645725    -0.279957     0.522373     0.852716    -0.001483
 7 Nov 2028 00:49:00.000      2988.930     -4463.709      4059.400           3.777891          -2.958161          -6.016200       37.342     -114.929     362.976    -0.710393    -0.645728    -0.279958     0.520506     0.853857    -0.001477
 7 Nov 2028 00:49:30.000      3100.490     -4549.817      3876.560           3.658751          -2.781808          -6.171920       35.412     -114.581     362.622    -0.710390    -0.645731    -0.279959     0.518637     0.854993    -0.001472
 7 Nov 2028 00:50:00.000      3208.412     -4630.585      3689.158           3.535307          -2.602176          -6.320387       33.479     -114.255     362.286    -0.710387    -0.645734    -0.279960     0.516765     0.856126    -0.001467
 7 Nov 2028 00:50:30.000      3312.567     -4705.917      3497.412           3.407704          -2.419476          -6.461424       31.543     -113.948     361.970    -0.710384    -0.645737    -0.279961     0.514891     0.857254    -0.001461
 7 Nov 2028 00:51:00.000      3412.834     -4775.725      3301.548           3.276092          -2.233924          -6.594863       29.606     -113.659     361.678    -0.710381    -0.645740    -0.279962     0.513015     0.858379    -0.001456
 7 Nov 2028 00:51:30.000      3509.094     -4839.926      3101.797           3.140627          -2.045739          -6.720545       27.667     -113.385     361.411    -0.710378    -0.645743    -0.279963     0.511136     0.859499    -0.001451
 7 Nov 2028 00:52:00.000      3601.235     -4898.445      2898.395           3.001469          -1.855143          -6.838321       25.726     -113.126     361.172    -0.710375    -0.645746    -0.279963     0.509254     0.860615    -0.001446
 7 Nov 2028 00:52:30.000      3689.147     -4951.213      2691.579           2.858781          -1.662361          -6.948049       23.784     -112.878     360.962    -0.710372    -0.645749    -0.279964     0.507370     0.861727    -0.001440
 7 Nov 2028 00:53:00.000      3772.728     -4998.167      2481.593           2.712733          -1.467621          -7.049599       21.841     -112.642     360.784    -0.710369    -0.645752    -0.279965     0.505484     0.862835    -0.001435
 7 Nov 2028 00:53:30.000      3851.879     -5039.253      2268.686           2.563497          -1.271154          -7.142851       19.896     -112.415     360.640    -0.710366    -0.645755    -0.279965     0.503595     0.863939    -0.001430
 7 Nov 2028 00:54:00.000      3926.508     -5074.421      2053.106           2.411250          -1.073193          -7.227692       17.950     -112.196     360.530    -0.710363    -0.645759    -0.279966     0.501704     0.865038    -0.001424
 7 Nov 2028 00:54:30.000      3996.526     -5103.632      1835.109           2.256172          -0.873973          -7.304021       16.003     -111.985     360.456    -0.710359    -0.645762    -0.279967     0.499810     0.866134    -0.001419
 7 Nov 2028 00:55:00.000      4061.852     -5126.849      1614.951           2.098447          -0.673730          -7.371748       14.055     -111.781     360.421    -0.710356    -0.645765    -0.279967     0.497914     0.867225    -0.001413
 7 Nov 2028 00:55:30.000      4122.408     -5144.048      1392.891           1.938263          -0.472701          -7.430794       12.107     -111.582     360.424    -0.710353    -0.645768    -0.279968     0.496016     0.868312    -0.001408
 7 Nov 2028 00:56:00.000      4178.125     -5155.206      1169.191           1.775810          -0.271126          -7.481087       10.158     -111.387     360.467    -0.710350    -0.645772    -0.279968     0.494115     0.869395    -0.001403
 7 Nov 2028 00:56:30.000      4228.936     -5160.312       944.114           1.611280          -0.069244          -7.522569        8.208     -111.197     360.550    -0.710347    -0.645775    -0.279968     0.492212     0.870474    -0.001397
 7 Nov 2028 00:57:00.000      4274.783     -5159.360       717.925           1.444869           0.132707          -7.555193        6.259     -111.009     360.674    -0.710343    -0.645779    -0.279969     0.490307     0.871549    -0.001392
 7 Nov 2028 00:57:30.000      4315.611     -5152.351       490.891           1.276776           0.334485          -7.578919        4.309     -110.824     360.840    -0.710340    -0.645782    -0.279969     0.488399     0.872619    -0.001387
 7 Nov 2028 00:58:00.000      4351.374     -5139.295       263.280           1.107199           0.535852          -7.593722        2.359     -110.641     361.048    -0.710337    -0.645786    -0.279969     0.486489     0.873686    -0.001381
 7 Nov 2028 00:58:30.000      4382.030     -5120.207        35.358           0.936341           0.736568          -7.599585        0.409     -110.458     361.297    -0.710333    -0.645789    -0.279970     0.484576     0.874748    -0.001376
 7 Nov 2028 00:59:00.000      4407.544     -5095.110      -192.606           0.764404           0.936396          -7.596504       -1.541     -110.276     361.588    -0.710330    -0.645793    -0.279970     0.482662     0.875806    -0.001370
 7 Nov 2028 00:59:30.000      4427.886     -5064.034      -420.343           0.591593           1.135099          -7.584484       -3.491     -110.093     361.920    -0.710327    -0.645796    -0.279970     0.480745     0.876860    -0.001365
 7 Nov 2028 01:00:00.000      4443.033     -5027.018      -647.586           0.418113           1.332441          -7.563542       -5.440     -109.908     362.292    -0.710323    -0.645800    -0.279970     0.478825     0.877909    -0.001359
 7 Nov 2028 01:00:30.000      4452.968     -4984.104      -874.067           0.244170           1.528189          -7.533706       -7.389     -109.722     362.704    -0.710320    -0.645804    -0.279970     0.476904     0.878955    -0.001354
 7 Nov 2028 01:01:00.000      4457.681     -4935.344     -1099.520           0.069970           1.722110          -7.495014       -9.337     -109.533     363.155    -0.710316    -0.645808    -0.279970     0.474980     0.879996    -0.001349
 7 Nov 2028 01:01:30.000      4457.166     -4880.798     -1323.680          -0.104280           1.913978          -7.447515      -11.285     -109.341     363.643    -0.710313    -0.645811    -0.279971     0.473053     0.881033    -0.001343
 7 Nov 2028 01:02:00.000      4451.425     -4820.529     -1546.283          -0.278373           2.103563          -7.391270      -13.231     -109.144     364.167    -0.710309    -0.645815    -0.279971     0.471125     0.882066    -0.001338
 7 Nov 2028 01:02:30.000      4440.467     -4754.609     -1767.069          -0.452105           2.290645          -7.326347      -15.177     -108.942     364.726    -0.710305    -0.645819    -0.279971     0.469194     0.883094    -0.001332
 7 Nov 2028 01:03:00.000      4424.305     -4683.117     -1985.778          -0.625269           2.475001          -7.252827      -17.122     -108.735     365.318    -0.710302    -0.645823    -0.279971     0.467261     0.884118    -0.001327
 7 Nov 2028 01:03:30.000      4402.959     -4606.138     -2202.154          -0.797661           2.656416          -7.170803      -19.065     -108.520     365.941    -0.710298    -0.645827    -0.279971     0.465326     0.885138    -0.001321
 7 Nov 2028 01:04:00.000      4376.455     -4523.764     -2415.942          -0.969077           2.834676          -7.080374      -21.007     -108.297     366.593    -0.710294    -0.645831    -0.279971     0.463388     0.886154    -0.001316
 7 Nov 2028 01:04:30.000      4344.826     -4436.091     -2626.893          -1.139316           3.009573          -6.981652      -22.948     -108.066     367.271    -0.710291    -0.645835    -0.279971     0.461449     0.887166    -0.001310
 7 Nov 2028 01:05:00.000      4308.110     -4343.225     -2834.759          -1.308178           3.180903          -6.874757      -24.887     -107.824     367.974    -0.710287    -0.645840    -0.279971     0.459507     0.888173    -0.001305
 7 Nov 2028 01:05:30.000      4266.351     -4245.275     -3039.298          -1.475465           3.348464          -6.759821      -26.824     -107.570     368.700    -0.710283    -0.645844    -0.279971     0.457563     0.889176    -0.001299
 7 Nov 2028 01:06:00.000      4219.600     -4142.357     -3240.270          -1.640980           3.512064          -6.636984      -28.760     -107.304     369.445    -0.710279    -0.645848    -0.279971     0.455616     0.890175    -0.001294
 7 Nov 2028 01:06:30.000      4167.912     -4034.593     -3437.440          -1.804530           3.671510          -6.506393      -30.693     -107.023     370.207    -0.710275    -0.645852    -0.279971     0.453668     0.891170    -0.001288
 7 Nov 2028 01:07:00.000      4111.349     -3922.110     -3630.577          -1.965925           3.826619          -6.368209      -32.624     -106.725     370.982    -0.710271    -0.645857    -0.279971     0.451717     0.892160    -0.001283
 7 Nov 2028 01:07:30.000      4049.980     -3805.041     -3819.458          -2.124976           3.977211          -6.222596      -34.553     -106.409     371.770    -0.710267    -0.645861    -0.279971     0.449765     0.893146    -0.001277
 7 Nov 2028 01:08:00.000      3983.876     -3683.524     -4003.861          -2.281499           4.123113          -6.069730      -36.479     -106.072     372.566    -0.710263    -0.645866    -0.279971     0.447810     0.894128    -0.001272
 7 Nov 2028 01:08:30.000      3913.117     -3557.703     -4183.571          -2.435311           4.264155          -5.909796      -38.403     -105.712     373.367    -0.710259    -0.645870    -0.279971     0.445853     0.895106    -0.001266
 7 Nov 2028 01:09:00.000      3837.786     -3427.725     -4358.380          -2.586236           4.400177          -5.742983      -40.323     -105.326     374.170    -0.710255    -0.645875    -0.279971     0.443893     0.896079    -0.001261
 7 Nov 2028 01:09:30.000      3757.973     -3293.744     -4528.083          -2.734097           4.531022          -5.569491      -42.240     -104.909     374.974    -0.710251    -0.645879    -0.279971     0.441932     0.897048    -0.001255
