                                                                                                                                                                                                                           28 Feb 2022 17:12:23
Satellite-G1_ND


       Time (UTCG)          X-J2K (km)    Y-J2K (km)    Z-J2K (km)    Vx-J2K (km/sec)    Vy-J2K (km/sec)    Vz-J2K (km/sec)    LAT (deg)    LON (deg)    ALT (km)     Xsun-J2K     Ysun-J2K     Zsun-J2K     Xpm-Y2K      Ypm-J2K      Zpm-J2K 
 8 Nov 2028 18:13:00.000      3917.846     -5298.448      1402.521           1.924410          -0.556911          -7.429066       12.187      -14.881     360.029    -0.688819    -0.665116    -0.288356     0.780796    -0.624782    -0.002209
 8 Nov 2028 18:13:30.000      3973.267     -5312.041      1178.866           1.769936          -0.349201          -7.479746       10.237      -14.687     360.067    -0.688816    -0.665119    -0.288356     0.782161    -0.623072    -0.002213
 8 Nov 2028 18:14:00.000      4024.022     -5319.396       953.824           1.613391          -0.141092          -7.521615        8.288      -14.496     360.145    -0.688812    -0.665123    -0.288357     0.783522    -0.621360    -0.002217
 8 Nov 2028 18:14:30.000      4070.052     -5320.505       727.658           1.454963           0.067168          -7.554623        6.338      -14.309     360.265    -0.688809    -0.665126    -0.288357     0.784880    -0.619644    -0.002221
 8 Nov 2028 18:15:00.000      4111.303     -5315.367       500.635           1.294840           0.275334          -7.578733        4.388      -14.124     360.427    -0.688806    -0.665129    -0.288357     0.786233    -0.617926    -0.002225
 8 Nov 2028 18:15:30.000      4147.727     -5303.988       273.023           1.133211           0.483156          -7.593918        2.437      -13.940     360.631    -0.688802    -0.665133    -0.288358     0.787583    -0.616204    -0.002229
 8 Nov 2028 18:16:00.000      4179.282     -5286.384        45.090           0.970270           0.690389          -7.600161        0.487      -13.758     360.877    -0.688799    -0.665136    -0.288358     0.788929    -0.614480    -0.002233
 8 Nov 2028 18:16:30.000      4205.932     -5262.573      -182.897           0.806210           0.896786          -7.597456       -1.463      -13.575     361.164    -0.688795    -0.665140    -0.288358     0.790272    -0.612752    -0.002236
 8 Nov 2028 18:17:00.000      4227.646     -5232.587      -410.668           0.641226           1.102103          -7.585810       -3.413      -13.393     361.493    -0.688792    -0.665143    -0.288358     0.791610    -0.611022    -0.002240
 8 Nov 2028 18:17:30.000      4244.398     -5196.461      -637.956           0.475514           1.306097          -7.565239       -5.363      -13.209     361.863    -0.688788    -0.665147    -0.288358     0.792945    -0.609289    -0.002244
 8 Nov 2028 18:18:00.000      4256.171     -5154.237      -864.494           0.309271           1.508526          -7.535771       -7.312      -13.023     362.274    -0.688785    -0.665150    -0.288359     0.794276    -0.607553    -0.002248
 8 Nov 2028 18:18:30.000      4262.951     -5105.967     -1090.014           0.142694           1.709150          -7.497442       -9.260      -12.834     362.723    -0.688781    -0.665154    -0.288359     0.795603    -0.605814    -0.002251
 8 Nov 2028 18:19:00.000      4264.731     -5051.708     -1314.252          -0.024020           1.907732          -7.450302      -11.208      -12.642     363.210    -0.688777    -0.665158    -0.288359     0.796927    -0.604072    -0.002255
 8 Nov 2028 18:19:30.000      4261.511     -4991.526     -1536.944          -0.190672           2.104039          -7.394410      -13.155      -12.445     363.734    -0.688774    -0.665162    -0.288359     0.798246    -0.602327    -0.002259
 8 Nov 2028 18:20:00.000      4253.294     -4925.491     -1757.830          -0.357066           2.297838          -7.329837      -15.101      -12.244     364.293    -0.688770    -0.665166    -0.288359     0.799562    -0.600579    -0.002263
 8 Nov 2028 18:20:30.000      4240.091     -4853.683     -1976.649          -0.523005           2.488902          -7.256662      -17.046      -12.037     364.885    -0.688766    -0.665169    -0.288359     0.800874    -0.598829    -0.002266
 8 Nov 2028 18:21:00.000      4221.920     -4776.187     -2193.144          -0.688294           2.677006          -7.174977      -18.990      -11.822     365.509    -0.688762    -0.665173    -0.288359     0.802182    -0.597075    -0.002270
 8 Nov 2028 18:21:30.000      4198.802     -4693.094     -2407.063          -0.852736           2.861929          -7.084881      -20.932      -11.600     366.163    -0.688759    -0.665177    -0.288359     0.803486    -0.595319    -0.002274
 8 Nov 2028 18:22:00.000      4170.766     -4604.505     -2618.154          -1.016140           3.043454          -6.986486      -22.873      -11.369     366.844    -0.688755    -0.665181    -0.288359     0.804787    -0.593560    -0.002278
 8 Nov 2028 18:22:30.000      4137.846     -4510.523     -2826.170          -1.178312           3.221370          -6.879911      -24.812      -11.128     367.549    -0.688751    -0.665185    -0.288359     0.806083    -0.591798    -0.002281
 8 Nov 2028 18:23:00.000      4100.081     -4411.261     -3030.868          -1.339063           3.395468          -6.765288      -26.750      -10.875     368.278    -0.688747    -0.665189    -0.288359     0.807376    -0.590033    -0.002285
 8 Nov 2028 18:23:30.000      4057.518     -4306.835     -3232.009          -1.498203           3.565546          -6.642755      -28.686      -10.609     369.027    -0.688743    -0.665194    -0.288359     0.808665    -0.588265    -0.002289
 8 Nov 2028 18:24:00.000      4010.207     -4197.370     -3429.356          -1.655548           3.731407          -6.512462      -30.619      -10.328     369.793    -0.688739    -0.665198    -0.288359     0.809950    -0.586495    -0.002292
 8 Nov 2028 18:24:30.000      3958.205     -4082.995     -3622.680          -1.810913           3.892856          -6.374564      -32.551      -10.032     370.574    -0.688735    -0.665202    -0.288359     0.811231    -0.584721    -0.002296
 8 Nov 2028 18:25:00.000      3901.574     -3963.845     -3811.756          -1.964117           4.049708          -6.229231      -34.480       -9.716     371.366    -0.688731    -0.665206    -0.288359     0.812508    -0.582945    -0.002299
 8 Nov 2028 18:25:30.000      3840.382     -3840.060     -3996.361          -2.114982           4.201782          -6.076635      -36.407       -9.381     372.168    -0.688726    -0.665211    -0.288359     0.813782    -0.581166    -0.002303
 8 Nov 2028 18:26:00.000      3774.700     -3711.788     -4176.283          -2.263332           4.348902          -5.916960      -38.330       -9.022     372.975    -0.688722    -0.665215    -0.288359     0.815051    -0.579385    -0.002307
 8 Nov 2028 18:26:30.000      3704.608     -3579.177     -4351.310          -2.408996           4.490899          -5.750399      -40.251       -8.636     373.785    -0.688718    -0.665219    -0.288359     0.816316    -0.577600    -0.002310
 8 Nov 2028 18:27:00.000      3630.189     -3442.386     -4521.240          -2.551805           4.627610          -5.577148      -42.168       -8.222     374.595    -0.688714    -0.665224    -0.288359     0.817578    -0.575813    -0.002314
 8 Nov 2028 18:27:30.000      3551.530     -3301.575     -4685.874          -2.691593           4.758879          -5.397416      -44.082       -7.773     375.402    -0.688709    -0.665228    -0.288359     0.818836    -0.574023    -0.002317
 8 Nov 2028 18:28:00.000      3468.725     -3156.910     -4845.022          -2.828200           4.884556          -5.211416      -45.992       -7.287     376.203    -0.688705    -0.665233    -0.288359     0.820090    -0.572230    -0.002321
 8 Nov 2028 18:28:30.000      3381.872     -3008.559     -4998.499          -2.961468           5.004498          -5.019367      -47.897       -6.757     376.995    -0.688701    -0.665237    -0.288359     0.821339    -0.570435    -0.002325
 8 Nov 2028 18:29:00.000      3291.072     -2856.698     -5146.126          -3.091244           5.118568          -4.821498      -49.797       -6.178     377.774    -0.688696    -0.665242    -0.288359     0.822585    -0.568637    -0.002328
 8 Nov 2028 18:29:30.000      3196.434     -2701.505     -5287.733          -3.217379           5.226637          -4.618042      -51.692       -5.541     378.537    -0.688692    -0.665247    -0.288359     0.823827    -0.566836    -0.002332
 8 Nov 2028 18:30:00.000      3098.067     -2543.161     -5423.155          -3.339729           5.328583          -4.409239      -53.580       -4.839     379.283    -0.688687    -0.665251    -0.288359     0.825065    -0.565032    -0.002335
 8 Nov 2028 18:30:30.000      2996.089     -2381.853     -5552.236          -3.458154           5.424290          -4.195335      -55.462       -4.059     380.007    -0.688682    -0.665256    -0.288359     0.826300    -0.563226    -0.002339
 8 Nov 2028 18:31:00.000      2890.619     -2217.767     -5674.827          -3.572518           5.513652          -3.976580      -57.335       -3.189     380.708    -0.688678    -0.665261    -0.288359     0.827530    -0.561417    -0.002342
 8 Nov 2028 18:31:30.000      2781.780     -2051.098     -5790.785          -3.682693           5.596568          -3.753230      -59.199       -2.213     381.381    -0.688673    -0.665266    -0.288359     0.828756    -0.559605    -0.002346
 8 Nov 2028 18:32:00.000      2669.700     -1882.039     -5899.977          -3.788552           5.672945          -3.525548      -61.051       -1.111     382.026    -0.688668    -0.665270    -0.288360     0.829978    -0.557791    -0.002349
 8 Nov 2028 18:32:30.000      2554.511     -1710.787     -6002.277          -3.889975           5.742699          -3.293797      -62.890        0.143     382.639    -0.688663    -0.665275    -0.288360     0.831196    -0.555974    -0.002353
 8 Nov 2028 18:33:00.000      2436.347     -1537.544     -6097.567          -3.986848           5.805752          -3.058248      -64.714        1.580     383.218    -0.688659    -0.665280    -0.288360     0.832411    -0.554154    -0.002356
 8 Nov 2028 18:33:30.000      2315.347     -1362.510     -6185.737          -4.079060           5.862034          -2.819173      -66.517        3.240     383.760    -0.688654    -0.665285    -0.288360     0.833621    -0.552332    -0.002359
 8 Nov 2028 18:34:00.000      2191.651     -1185.890     -6266.685          -4.166508           5.911483          -2.576851      -68.297        5.178     384.264    -0.688649    -0.665290    -0.288361     0.834827    -0.550507    -0.002363
 8 Nov 2028 18:34:30.000      2065.405     -1007.890     -6340.318          -4.249092           5.954043          -2.331561      -70.047        7.460     384.728    -0.688644    -0.665295    -0.288361     0.836029    -0.548679    -0.002366
 8 Nov 2028 18:35:00.000      1936.755      -828.717     -6406.552          -4.326719           5.989670          -2.083587      -71.757       10.179     385.149    -0.688639    -0.665300    -0.288362     0.837228    -0.546849    -0.002370
 8 Nov 2028 18:35:30.000      1805.852      -648.580     -6465.309          -4.399302           6.018322          -1.833216      -73.417       13.454     385.526    -0.688634    -0.665305    -0.288362     0.838422    -0.545016    -0.002373
 8 Nov 2028 18:36:00.000      1672.849      -467.688     -6516.524          -4.466757           6.039971          -1.580736      -75.009       17.444     385.858    -0.688629    -0.665310    -0.288362     0.839612    -0.543181    -0.002376
 8 Nov 2028 18:36:30.000      1537.899      -286.252     -6560.135          -4.529008           6.054591          -1.326439      -76.511       22.355     386.143    -0.688624    -0.665315    -0.288363     0.840799    -0.541343    -0.002380
 8 Nov 2028 18:37:00.000      1401.161      -104.483     -6596.095          -4.585986           6.062167          -1.070618      -77.888       28.442     386.380    -0.688619    -0.665320    -0.288364     0.841981    -0.539502    -0.002383
 8 Nov 2028 18:37:30.000      1262.793        77.408     -6624.360          -4.637626           6.062693          -0.813567      -79.093       35.982     386.569    -0.688614    -0.665325    -0.288364     0.843159    -0.537659    -0.002386
 8 Nov 2028 18:38:00.000      1122.957       259.208     -6644.899          -4.683869           6.056168          -0.555582      -80.064       45.191     386.708    -0.688608    -0.665330    -0.288365     0.844333    -0.535813    -0.002390
 8 Nov 2028 18:38:30.000       981.816       440.708     -6657.689          -4.724662           6.042600          -0.296959      -80.727       56.044     386.797    -0.688603    -0.665335    -0.288366     0.845503    -0.533965    -0.002393
 8 Nov 2028 18:39:00.000       839.532       621.694     -6662.713          -4.759960           6.022006          -0.037995      -81.014       68.063     386.835    -0.688598    -0.665340    -0.288366     0.846670    -0.532114    -0.002396
 8 Nov 2028 18:39:30.000       696.273       801.958     -6659.968          -4.789722           5.994409           0.221010      -80.889       80.299     386.824    -0.688593    -0.665346    -0.288367     0.847832    -0.530260    -0.002400
 8 Nov 2028 18:40:00.000       552.205       981.289     -6649.456          -4.813915           5.959841           0.479760      -80.368       91.702     386.762    -0.688587    -0.665351    -0.288368     0.848990    -0.528404    -0.002403
 8 Nov 2028 18:40:30.000       407.494      1159.479     -6631.188          -4.832509           5.918341           0.737957      -79.510      101.587     386.649    -0.688582    -0.665356    -0.288369     0.850143    -0.526546    -0.002406
 8 Nov 2028 18:41:00.000       262.310      1336.321     -6605.186          -4.845484           5.869957           0.995303      -78.389      109.771     386.487    -0.688576    -0.665361    -0.288370     0.851293    -0.524685    -0.002410
 8 Nov 2028 18:41:30.000       116.822      1511.608     -6571.481          -4.852825           5.814743           1.251505      -77.074      116.402     386.276    -0.688571    -0.665366    -0.288371     0.852439    -0.522821    -0.002413
 8 Nov 2028 18:42:00.000       -28.803      1685.138     -6530.111          -4.854522           5.752761           1.506265      -75.617      121.747     386.017    -0.688566    -0.665371    -0.288372     0.853581    -0.520955    -0.002416
 8 Nov 2028 18:42:30.000      -174.393      1856.707     -6481.123          -4.850574           5.684083           1.759293      -74.058      126.075     385.710    -0.688560    -0.665377    -0.288373     0.854718    -0.519086    -0.002419
 8 Nov 2028 18:43:00.000      -319.781      2026.116     -6424.573          -4.840983           5.608786           2.010295      -72.422      129.612     385.358    -0.688555    -0.665382    -0.288374     0.855852    -0.517215    -0.002423
 8 Nov 2028 18:43:30.000      -464.796      2193.169     -6360.528          -4.825759           5.526954           2.258984      -70.730      132.534     384.962    -0.688549    -0.665387    -0.288376     0.856981    -0.515342    -0.002426
 8 Nov 2028 18:44:00.000      -609.270      2357.669     -6289.060          -4.804919           5.438679           2.505072      -68.995      134.978     384.522    -0.688544    -0.665392    -0.288377     0.858107    -0.513466    -0.002429
 8 Nov 2028 18:44:30.000      -753.035      2519.426     -6210.253          -4.778485           5.344060           2.748276      -67.227      137.042     384.042    -0.688538    -0.665397    -0.288378     0.859228    -0.511587    -0.002432
 8 Nov 2028 18:45:00.000      -895.923      2678.250     -6124.195          -4.746484           5.243205           2.988313      -65.432      138.806     383.522    -0.688532    -0.665402    -0.288380     0.860345    -0.509706    -0.002435
 8 Nov 2028 18:45:30.000     -1037.769      2833.957     -6030.988          -4.708953           5.136227           3.224907      -63.616      140.326     382.965    -0.688527    -0.665408    -0.288381     0.861458    -0.507823    -0.002438
 8 Nov 2028 18:46:00.000     -1178.406      2986.364     -5930.738          -4.665931           5.023247           3.457783      -61.783      141.648     382.373    -0.688521    -0.665413    -0.288383     0.862567    -0.505937    -0.002442
 8 Nov 2028 18:46:30.000     -1317.670      3135.293     -5823.561          -4.617465           4.904391           3.686669      -59.935      142.807     381.748    -0.688516    -0.665418    -0.288384     0.863672    -0.504049    -0.002445
 8 Nov 2028 18:47:00.000     -1455.400      3280.570     -5709.581          -4.563610           4.779796           3.911299      -58.076      143.830     381.093    -0.688510    -0.665423    -0.288386     0.864772    -0.502158    -0.002448
 8 Nov 2028 18:47:30.000     -1591.433      3422.025     -5588.928          -4.504425           4.649601           4.131411      -56.206      144.740     380.410    -0.688504    -0.665428    -0.288388     0.865869    -0.500265    -0.002451
 8 Nov 2028 18:48:00.000     -1725.613      3559.492     -5461.744          -4.439975           4.513955           4.346748      -54.328      145.554     379.702    -0.688499    -0.665433    -0.288389     0.866961    -0.498370    -0.002454
 8 Nov 2028 18:48:30.000     -1857.780      3692.809     -5328.174          -4.370334           4.373013           4.557055      -52.443      146.286     378.972    -0.688493    -0.665438    -0.288391     0.868049    -0.496472    -0.002457
 8 Nov 2028 18:49:00.000     -1987.781      3821.821     -5188.373          -4.295578           4.226934           4.762088      -50.550      146.947     378.222    -0.688487    -0.665443    -0.288393     0.869133    -0.494572    -0.002460
 8 Nov 2028 18:49:30.000     -2115.464      3946.376     -5042.504          -4.215792           4.075885           4.961604      -48.652      147.548     377.456    -0.688482    -0.665448    -0.288395     0.870213    -0.492670    -0.002463
 8 Nov 2028 18:50:00.000     -2240.680      4066.326     -4890.734          -4.131066           3.920041           5.155368      -46.749      148.097     376.676    -0.688476    -0.665453    -0.288397     0.871289    -0.490765    -0.002466
 8 Nov 2028 18:50:30.000     -2363.280      4181.532     -4733.241          -4.041496           3.759579           5.343152      -44.841      148.600     375.885    -0.688470    -0.665458    -0.288399     0.872360    -0.488857    -0.002469
 8 Nov 2028 18:51:00.000     -2483.122      4291.857     -4570.207          -3.947183           3.594683           5.524732      -42.929      149.063     375.087    -0.688465    -0.665463    -0.288401     0.873428    -0.486948    -0.002472
 8 Nov 2028 18:51:30.000     -2600.065      4397.170     -4401.822          -3.848235           3.425544           5.699895      -41.013      149.490     374.284    -0.688459    -0.665468    -0.288403     0.874491    -0.485036    -0.002475
 8 Nov 2028 18:52:00.000     -2713.971      4497.349     -4228.280          -3.744764           3.252354           5.868431      -39.094      149.887     373.480    -0.688453    -0.665473    -0.288405     0.875550    -0.483122    -0.002478
 8 Nov 2028 18:52:30.000     -2824.706      4592.273     -4049.784          -3.636887           3.075315           6.030139      -37.172      150.256     372.677    -0.688447    -0.665478    -0.288408     0.876605    -0.481205    -0.002481
 8 Nov 2028 18:53:00.000     -2932.141      4681.831     -3866.542          -3.524730           2.894631           6.184826      -35.246      150.600     371.879    -0.688442    -0.665483    -0.288410     0.877655    -0.479286    -0.002484
 8 Nov 2028 18:53:30.000     -3036.149      4765.917     -3678.767          -3.408419           2.710512           6.332306      -33.318      150.923     371.089    -0.688436    -0.665488    -0.288412     0.878702    -0.477365    -0.002487
 8 Nov 2028 18:54:00.000     -3136.606      4844.430     -3486.677          -3.288090           2.523170           6.472402      -31.388      151.227     370.309    -0.688430    -0.665493    -0.288415     0.879744    -0.475442    -0.002490
 8 Nov 2028 18:54:30.000     -3233.395      4917.277     -3290.498          -3.163880           2.332824           6.604943      -29.455      151.514     369.542    -0.688425    -0.665498    -0.288417     0.880782    -0.473516    -0.002493
 8 Nov 2028 18:55:00.000     -3326.401      4984.371     -3090.458          -3.035934           2.139696           6.729771      -27.520      151.785     368.791    -0.688419    -0.665502    -0.288420     0.881815    -0.471588    -0.002496
 8 Nov 2028 18:55:30.000     -3415.515      5045.633     -2886.790          -2.904400           1.944011           6.846733      -25.583      152.043     368.058    -0.688413    -0.665507    -0.288422     0.882845    -0.469658    -0.002499
 8 Nov 2028 18:56:00.000     -3500.631      5100.989     -2679.734          -2.769431           1.745998           6.955687      -23.645      152.289     367.348    -0.688408    -0.665512    -0.288425     0.883870    -0.467725    -0.002502
 8 Nov 2028 18:56:30.000     -3581.648      5150.372     -2469.531          -2.631183           1.545890           7.056501      -21.705      152.524     366.660    -0.688402    -0.665516    -0.288428     0.884891    -0.465791    -0.002505
 8 Nov 2028 18:57:00.000     -3658.471      5193.723     -2256.426          -2.489820           1.343921           7.149050      -19.763      152.750     365.999    -0.688397    -0.665521    -0.288430     0.885908    -0.463854    -0.002508
 8 Nov 2028 18:57:30.000     -3731.008      5230.991     -2040.671          -2.345504           1.140328           7.233221      -17.820      152.967     365.366    -0.688391    -0.665526    -0.288433     0.886921    -0.461915    -0.002511
 8 Nov 2028 18:58:00.000     -3799.173      5262.129     -1822.518          -2.198406           0.935352           7.308911      -15.875      153.177     364.764    -0.688385    -0.665530    -0.288436     0.887929    -0.459973    -0.002514
 8 Nov 2028 18:58:30.000     -3862.886      5287.101     -1602.223          -2.048698           0.729233           7.376024      -13.930      153.381     364.194    -0.688380    -0.665535    -0.288439     0.888933    -0.458030    -0.002516
 8 Nov 2028 18:59:00.000     -3922.071      5305.874     -1380.043          -1.896556           0.522216           7.434479      -11.984      153.579     363.658    -0.688374    -0.665539    -0.288442     0.889933    -0.456084    -0.002519
 8 Nov 2028 18:59:30.000     -3976.657      5318.427     -1156.241          -1.742159           0.314545           7.484203      -10.036      153.773     363.157    -0.688369    -0.665543    -0.288444     0.890929    -0.454136    -0.002522
 8 Nov 2028 19:00:00.000     -4026.580      5324.743      -931.079          -1.585690           0.106466           7.525132       -8.088      153.962     362.694    -0.688363    -0.665548    -0.288447     0.891920    -0.452186    -0.002525
 8 Nov 2028 19:00:30.000     -4071.780      5324.813      -704.822          -1.427333          -0.101774           7.557214       -6.139      154.149     362.269    -0.688358    -0.665552    -0.288450     0.892907    -0.450233    -0.002528
 8 Nov 2028 19:01:00.000     -4112.203      5318.637      -477.735          -1.267275          -0.309928           7.580409       -4.190      154.334     361.883    -0.688352    -0.665557    -0.288453     0.893890    -0.448279    -0.002531
 8 Nov 2028 19:01:30.000     -4147.801      5306.221      -250.086          -1.105706          -0.517750           7.594686       -2.241      154.517     361.538    -0.688347    -0.665561    -0.288457     0.894869    -0.446322    -0.002533
 8 Nov 2028 19:02:00.000     -4178.532      5287.578       -22.143          -0.942818          -0.724993           7.600026       -0.291      154.700     361.233    -0.688342    -0.665565    -0.288460     0.895843    -0.444364    -0.002536
 8 Nov 2028 19:02:30.000     -4204.359      5262.730       205.826          -0.778803          -0.931410           7.596420        1.660      154.882     360.970    -0.688336    -0.665569    -0.288463     0.896813    -0.442403    -0.002539
 8 Nov 2028 19:03:00.000     -4225.251      5231.704       433.553          -0.613856          -1.136756           7.583871        3.610      155.065     360.748    -0.688331    -0.665573    -0.288466     0.897778    -0.440440    -0.002542
 8 Nov 2028 19:03:30.000     -4241.183      5194.537       660.769          -0.448172          -1.340788           7.562391        5.560      155.249     360.568    -0.688326    -0.665577    -0.288469     0.898740    -0.438475    -0.002544
 8 Nov 2028 19:04:00.000     -4252.136      5151.273       887.207          -0.281949          -1.543263           7.532006        7.510      155.436     360.430    -0.688321    -0.665581    -0.288472     0.899697    -0.436508    -0.002547
 8 Nov 2028 19:04:30.000     -4258.096      5101.960      1112.600          -0.115384          -1.743939           7.492749        9.460      155.625     360.333    -0.688315    -0.665585    -0.288476     0.900650    -0.434538    -0.002550
 8 Nov 2028 19:05:00.000     -4259.057      5046.656      1336.684           0.051326          -1.942580           7.444667       11.409      155.818     360.277    -0.688310    -0.665589    -0.288479     0.901598    -0.432567    -0.002552
 8 Nov 2028 19:05:30.000     -4255.017      4985.428      1559.193           0.217983          -2.138948           7.387815       13.358      156.015     360.261    -0.688305    -0.665593    -0.288482     0.902542    -0.430594    -0.002555
 8 Nov 2028 19:06:00.000     -4245.981      4918.345      1779.866           0.384390          -2.332810           7.322261       15.306      156.217     360.284    -0.688300    -0.665597    -0.288485     0.903482    -0.428618    -0.002558
 8 Nov 2028 19:06:30.000     -4231.958      4845.486      1998.442           0.550348          -2.523936           7.248082       17.253      156.426     360.345    -0.688295    -0.665601    -0.288489     0.904418    -0.426641    -0.002560
 8 Nov 2028 19:07:00.000     -4212.966      4766.938      2214.665           0.715660          -2.712099           7.165367       19.199      156.641     360.443    -0.688290    -0.665605    -0.288492     0.905349    -0.424661    -0.002563
 8 Nov 2028 19:07:30.000     -4189.027      4682.792      2428.280           0.880131          -2.897076           7.074214       21.145      156.865     360.577    -0.688285    -0.665608    -0.288495     0.906276    -0.422680    -0.002566
 8 Nov 2028 19:08:00.000     -4160.169      4593.148      2639.035           1.043566          -3.078648           6.974731       23.089      157.098     360.745    -0.688280    -0.665612    -0.288499     0.907198    -0.420696    -0.002568
 8 Nov 2028 19:08:30.000     -4126.426      4498.110      2846.681           1.205770          -3.256599           6.867037       25.032      157.341     360.945    -0.688275    -0.665616    -0.288502     0.908116    -0.418710    -0.002571
 8 Nov 2028 19:09:00.000     -4087.837      4397.790      3050.976           1.366551          -3.430718           6.751261       26.973      157.596     361.175    -0.688270    -0.665619    -0.288505     0.909030    -0.416723    -0.002574
 8 Nov 2028 19:09:30.000     -4044.449      4292.307      3251.678           1.525720          -3.600801           6.627541       28.913      157.865     361.434    -0.688265    -0.665623    -0.288509     0.909939    -0.414733    -0.002576
 8 Nov 2028 19:10:00.000     -3996.312      4181.784      3448.551           1.683088          -3.766647           6.496025       30.851      158.148     361.719    -0.688260    -0.665626    -0.288512     0.910845    -0.412741    -0.002579
 8 Nov 2028 19:10:30.000     -3943.483      4066.352      3641.363           1.838470          -3.928059           6.356870       32.787      158.448     362.028    -0.688256    -0.665630    -0.288515     0.911745    -0.410748    -0.002581
 8 Nov 2028 19:11:00.000     -3886.025      3946.147      3829.888           1.991682          -4.084848           6.210243       34.721      158.767     362.359    -0.688251    -0.665633    -0.288519     0.912642    -0.408752    -0.002584
 8 Nov 2028 19:11:30.000     -3824.006      3821.310      4013.904           2.142544          -4.236830           6.056317       36.653      159.106     362.709    -0.688246    -0.665636    -0.288522     0.913534    -0.406755    -0.002586
 8 Nov 2028 19:12:00.000     -3757.498      3691.987      4193.196           2.290878          -4.383827           5.895276       38.582      159.470     363.077    -0.688242    -0.665640    -0.288526     0.914421    -0.404755    -0.002589
 8 Nov 2028 19:12:30.000     -3686.580      3558.332      4367.552           2.436510          -4.525665           5.727312       40.508      159.861     363.459    -0.688237    -0.665643    -0.288529     0.915305    -0.402754    -0.002591
 8 Nov 2028 19:13:00.000     -3611.336      3420.500      4536.767           2.579269          -4.662179           5.552624       42.431      160.281     363.852    -0.688233    -0.665646    -0.288532     0.916184    -0.400751    -0.002594
 8 Nov 2028 19:13:30.000     -3531.854      3278.656      4700.644           2.718988          -4.793210           5.371420       44.350      160.736     364.256    -0.688228    -0.665649    -0.288536     0.917058    -0.398745    -0.002596
 8 Nov 2028 19:14:00.000     -3448.229      3132.964      4858.990           2.855502          -4.918603           5.183914       46.266      161.231     364.666    -0.688224    -0.665653    -0.288539     0.917928    -0.396738    -0.002599
 8 Nov 2028 19:14:30.000     -3360.558      2983.597      5011.618           2.988651          -5.038213           4.990330       48.177      161.769     365.079    -0.688219    -0.665656    -0.288542     0.918794    -0.394729    -0.002601
 8 Nov 2028 19:15:00.000     -3268.945      2830.731      5158.351           3.118281          -5.151901           4.790895       50.083      162.359     365.495    -0.688215    -0.665659    -0.288545     0.919655    -0.392718    -0.002604
 8 Nov 2028 19:15:30.000     -3173.498      2674.544      5299.016           3.244239          -5.259534           4.585847       51.984      163.008     365.909    -0.688211    -0.665662    -0.288549     0.920512    -0.390705    -0.002606
 8 Nov 2028 19:16:00.000     -3074.329      2515.220      5433.448           3.366378          -5.360988           4.375428       53.879      163.725     366.319    -0.688206    -0.665665    -0.288552     0.921365    -0.388691    -0.002609
 8 Nov 2028 19:16:30.000     -2971.555      2352.948      5561.490           3.484556          -5.456143           4.159886       55.767      164.522     366.723    -0.688202    -0.665668    -0.288555     0.922213    -0.386674    -0.002611
 8 Nov 2028 19:17:00.000     -2865.296      2187.916      5682.992           3.598635          -5.544891           3.939476       57.646      165.412     367.118    -0.688198    -0.665671    -0.288558     0.923056    -0.384656    -0.002613
 8 Nov 2028 19:17:30.000     -2755.679      2020.319      5797.813           3.708483          -5.627130           3.714457       59.515      166.413     367.502    -0.688194    -0.665674    -0.288561     0.923896    -0.382636    -0.002616
 8 Nov 2028 19:18:00.000     -2642.831      1850.354      5905.817           3.813972          -5.702763           3.485096       61.374      167.544     367.873    -0.688190    -0.665676    -0.288565     0.924731    -0.380613    -0.002618
 8 Nov 2028 19:18:30.000     -2526.885      1678.220      6006.878           3.914979          -5.771705           3.251660       63.218      168.834     368.228    -0.688186    -0.665679    -0.288568     0.925561    -0.378590    -0.002621
 8 Nov 2028 19:19:00.000     -2407.978      1504.120      6100.878           4.011388          -5.833876           3.014425       65.046      170.315     368.565    -0.688182    -0.665682    -0.288571     0.926387    -0.376564    -0.002623
 8 Nov 2028 19:19:30.000     -2286.249      1328.256      6187.708           4.103087          -5.889205           2.773670       66.854      172.030     368.883    -0.688178    -0.665685    -0.288574     0.927209    -0.374536    -0.002625
 8 Nov 2028 19:20:00.000     -2161.841      1150.836      6267.266           4.189970          -5.937629           2.529675       68.636      174.036     369.179    -0.688174    -0.665688    -0.288577     0.928026    -0.372507    -0.002628
 8 Nov 2028 19:20:30.000     -2034.900       972.068      6339.459           4.271936          -5.979092           2.282728       70.387      176.407     369.452    -0.688170    -0.665690    -0.288580     0.928838    -0.370476    -0.002630
 8 Nov 2028 19:21:00.000     -1905.575       792.161      6404.203           4.348892          -6.013546           2.033117       72.096      179.239     369.700    -0.688166    -0.665693    -0.288583     0.929647    -0.368443    -0.002632
 8 Nov 2028 19:21:30.000     -1774.018       611.326      6461.422           4.420748          -6.040954           1.781134       73.751     -177.339     369.921    -0.688162    -0.665696    -0.288586     0.930450    -0.366409    -0.002634
 8 Nov 2028 19:22:00.000     -1640.382       429.774      6511.050           4.487421          -6.061283           1.527073       75.334     -173.155     370.116    -0.688159    -0.665698    -0.288588     0.931250    -0.364372    -0.002637
